Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2020-12-08,345.094970703125,345.66363609845934,342.76431885272535,342.81092050959734,42458900
2020-12-09,341.9998474121094,345.91532532686597,341.1608184625429,345.756856938236,74098300
2020-12-10,341.887939453125,342.9413700309111,339.74372300685593,340.62005024527565,57735400
2020-12-11,341.48712158203125,341.89731861236754,338.65306921832496,340.18196214475313,57698600
2020-12-14,339.9582214355469,344.75002707857266,339.7810896102844,343.66862960375323,69216200
2020-12-15,344.5543212890625,344.5543212890625,341.1329395328439,342.5126675313935,63865300
2020-12-16,345.094970703125,346.01789973177443,343.8830146707132,344.76867375400104,58420500
2020-12-17,347.02471923828125,347.2298177334712,345.9153267120729,346.7450524040855,64119500
2020-12-18,345.63909912109375,347.48348251320584,343.61682886083776,347.31496713442135,136542300
2020-12-21,344.4032287597656,354.3273207303426,338.9449938903344,341.6975257603453,96386700
2020-12-22,343.8228454589844,344.843337922766,342.6900093950238,344.73099432258715,47949000
2020-12-23,344.13177490234375,346.05104449361977,343.80408706266854,344.7964934994354,46201400
2020-12-24,345.47052001953125,345.49860591081483,344.01936801719836,344.6091717341536,26457900
2020-12-28,348.43841552734375,348.8316180275012,347.40855183615247,348.0358129674166,39000400
2020-12-29,347.77374267578125,350.1517868754694,347.1839102280351,349.97389999212953,53680500
2020-12-30,348.2699279785156,349.309163326104,347.87672541470425,348.59761582943503,49455300
2020-12-31,350.0394287109375,350.7696906226059,347.55841250921895,348.0733301574872,78520700
2021-01-04,345.2739562988281,351.5092819858067,341.5571038998392,351.37819543116666,110210800
2021-01-05,347.6519775390625,348.7473845802602,344.58112922844174,344.62795810088295,66426200
2021-01-06,349.73040771484375,352.9417139632321,345.58289548005973,346.1352704406905,107997700
2021-01-07,354.9266052246094,355.6755816081708,351.9400140376987,352.1179009288276,68766800
2021-01-08,356.9488525390625,357.1641682352384,353.0541127402017,356.32156271560956,71677200
2021-01-11,354.542724609375,356.3121933540035,353.63457579782636,353.7562908815828,51034700
2021-01-12,354.6175842285156,355.6380765572961,352.3612553180215,354.7299563854463,52547700
2021-01-13,355.57257080078125,356.57432017615855,353.7562732681172,354.54270695675297,45303600
2021-01-14,354.327392578125,356.8271519116291,353.99036178526615,356.3215771507239,49989100
2021-01-15,351.743408203125,353.50350553896874,349.8709386967397,352.6983573655993,107160000
2021-01-19,354.5052490234375,355.04828112745787,352.7264088801036,354.21501856397003,51233300
2021-01-20,359.4111328125,360.25373828155864,356.41517050960914,356.80837306175,61836100
2021-01-21,359.7388000488281,360.4035472353348,358.81193686949877,359.972858716062,47840100
2021-01-22,358.465576171875,359.6358696437213,357.49188400324584,357.8757436906056,52860500
2021-01-25,359.8792419433594,360.2349871014211,354.327348891495,359.20515186913644,70402000
2021-01-26,359.3175048828125,361.2461459790852,359.0834462199482,360.83420044671493,42665300
2021-01-27,350.53558349609375,356.06873314994533,348.288626276301,355.97510398003493,123351100
2021-01-28,353.55029296875,357.57609050684005,351.9212538321037,352.361256685765,94198100
2021-01-29,346.4723815917969,352.6515363137359,344.787141992205,351.677844227635,126765100
2021-02-01,352.23956298828125,353.2787697068861,346.7625847217708,349.88960493835793,75817600
2021-02-02,357.2203369140625,358.78386142826054,352.32384773866625,355.4414967055677,64450700
2021-02-03,357.501220703125,359.2332605872249,356.2185837542622,358.05359573948704,52427100
2021-02-04,361.5645446777344,361.6113449923203,357.61363240590646,358.54049577902424,47142600
2021-02-05,362.9875793457031,363.69912692297333,361.51771245232595,363.44635381760435,48669800
2021-02-08,365.6089782714844,365.6557785722611,363.58670813187786,364.44802795313245,38365200
2021-02-09,365.3656005859375,365.96480452292707,364.35447965678804,364.766396648948,35551100
2021-02-10,365.2063903808594,367.2661179869432,362.79091761700954,367.11631701817225,59154400
2021-02-11,365.7962951660156,366.71381556698043,363.3527360226122,366.29249847319824,42913300
2021-02-12,367.6032409667969,367.84664258303746,364.9162231244043,364.99113790756934,50593300
2021-02-16,367.2849426269531,369.0357259033939,366.5640520342695,368.83909600133495,50972400
2021-02-17,367.369140625,367.62191370338655,364.5042362118772,365.52475715839137,52290600
2021-02-18,365.80560302734375,366.5545793175443,363.01561348886065,364.7476533030153,59712800
2021-02-19,365.1595764160156,367.35973341937574,364.7101735265169,367.06950298187,83241000
2021-02-22,362.3509521484375,364.77579684279107,362.0794360573979,362.3790380494679,67414200
2021-02-23,362.79095458984375,364.1485063646974,355.9564525513784,360.1320514093147,107284100
2021-02-24,366.78863525390625,367.21932376060425,360.7031100835053,361.69551651787236,72433900
2021-02-25,357.9505615234375,366.89161908333995,356.499409324203,365.51535308048653,146670500
2021-02-26,356.106201171875,360.9933472345688,354.1120453484226,359.84179688986745,152701600
2021-03-01,364.7382507324219,365.99283019760054,356.30279669644193,361.0026839459195,105348800
2021-03-02,361.8922119140625,365.19711965466763,361.3866371159713,364.9630609518723,79595300
2021-03-03,357.0986328125,362.16363712651844,356.99563214374973,361.189973661977,119940200
2021-03-04,352.6795959472656,359.51409730594685,348.166938181186,356.91136618185686,183433000
2021-03-05,359.1676940917969,360.2256437904817,348.878484696464,356.199817756297,152039600
2021-03-08,357.3794860839844,362.9594365096086,357.09862712207564,360.13201819714425,123149200
2021-03-09,362.4820251464844,365.0472992498292,360.7406136330213,361.24618840423545,113633600
2021-03-10,364.7382507324219,366.4422045047818,363.4181851334653,364.84125139222533,109899400
2021-03-11,368.4363708496094,370.4211834677537,366.7605030526777,367.2192773978372,86245000
2021-03-12,368.9327087402344,369.0731382557075,366.25509073981186,367.06961050117644,64653600
2021-03-15,371.13275146484375,371.39489600309264,367.0320394531125,369.185367547899,73427200
2021-03-16,370.66461181640625,372.46216609264167,369.8875211655964,371.7506472869531,73722500
2021-03-17,371.92852783203125,372.7336757902978,368.2210186283199,369.3725973528739,97959300
2021-03-18,366.51715087890625,371.4230112994617,365.8336892989774,369.3258548274589,115349100
2021-03-19,365.8389892578125,367.802125044602,363.6504017230037,366.2147039509197,113624500
2021-03-22,368.7602233886719,370.1503993662236,366.29925903985094,366.35561481385486,73778600
2021-03-23,365.8577575683594,369.57738168580414,365.0687481292161,368.1214765299791,90686600
2021-03-24,363.9979248046875,368.9104795107674,363.9509712192673,367.2667027083642,97588600
2021-03-25,366.04571533203125,366.84409847707457,360.59775078258417,362.55151347107545,116128600
2021-03-26,371.9444580078125,372.3483505991138,366.59983248275023,367.2009702777949,114409100
2021-03-29,371.75653076171875,372.6676538345254,368.9668057792232,370.460290857603,108107600
2021-03-30,370.77032470703125,371.4466226295594,369.16409922528067,370.47914366616993,76262200
2021-03-31,372.2731628417969,373.8418081671427,371.3150861152096,371.34326399936833,112734200
2021-04-01,376.29339599609375,376.34978043348616,374.0109012264915,374.217548612949,99682900
2021-04-05,381.6943359375,382.2391465633513,378.89523733741964,378.9703688038174,91684800
2021-04-06,381.46893310546875,382.52094568198214,380.792635211254,381.1307984909578,62021000
2021-04-07,381.91046142578125,382.25799827421105,380.83967299184064,381.299921394875,55836300
2021-04-08,383.7232360839844,383.7795918510456,382.2297509264768,383.1690519310872,57863100
2021-04-09,386.5129699707031,386.68206594090964,383.4790460028009,383.6011597225974,61104600
2021-04-12,386.65386962890625,386.9262462744944,385.30127392287335,385.9118138275653,56704900
2021-04-13,387.79986572265625,388.42921011670427,386.1654908663117,386.5506077842819,56551000
2021-04-14,386.4754638671875,388.8330902261772,385.93065315580645,387.7716753560826,61659900
2021-04-15,390.62713623046875,390.8995415703954,388.57946675216493,388.6264203401687,60229800
2021-04-16,391.93280029296875,392.54334029694746,390.49567070474995,391.9233981087674,82037300
2021-04-19,390.0072021484375,391.44433168646464,388.67341063742913,390.99348550367637,78498500
2021-04-20,387.1517639160156,389.89450719534887,385.66765206065935,388.78613872856624,81851800
2021-04-21,390.8149719238281,391.02161928936465,386.39084359782294,386.5317616792458,66793000
2021-04-22,387.2456359863281,391.48189292118855,386.1748476885306,390.6459298873599,97582800
2021-04-23,391.4443054199219,392.8626591602239,387.73408351877964,387.80921498913796,73209200
2021-04-26,392.26153564453125,392.83452424631287,391.51010619798046,392.1018705031073,52182400
2021-04-27,392.1769714355469,392.75936217623746,391.03102298643597,392.5620883130966,51303100
2021-04-28,392.0642395019531,393.5765290480743,391.59458899256765,392.44935635947223,51238900
2021-04-29,394.5627746582031,395.1827167562843,391.1625096341873,394.80700209037826,78544300
2021-04-30,391.9703063964844,393.1350591602017,391.0685854384391,392.280291787345,85527000
2021-05-03,392.815673828125,394.35611250011635,392.31784546480463,393.9709956658209,68128300
2021-05-04,390.3923034667969,391.3128288285941,386.682081464695,390.8150004114941,101591200
2021-05-05,390.5143737792969,392.28026416898666,389.95078747075047,392.04543892919156,60162200
2021-05-06,393.6329040527344,393.7643912958881,388.5700575548466,390.5895491108578,74321400
2021-05-07,396.497802734375,397.1553250152091,393.7174793153785,394.40317948452287,67733800
2021-05-10,392.5715026855469,397.08013648406006,392.449388956533,396.8547133936928,81852400
2021-05-11,389.06781005859375,390.0634666996631,385.16971713381986,388.0251998395296,116888000
2021-05-12,380.80206298828125,387.5462380172157,379.47764499537993,386.268802278505,134811000
2021-05-13,385.3763732910156,387.3207330396428,382.31424317473454,382.3612254189922,106394000
2021-05-14,391.2940368652344,392.1488043000285,388.10041888080025,388.12859676699367,82201600
2021-05-17,390.29833984375,391.11555578967017,388.26944625097997,390.1762547929354,65129200
2021-05-18,386.9356994628906,390.8056154288192,386.7760056623648,390.56138796867197,59810200
2021-05-19,385.9212646484375,386.09973416381524,380.7269303289626,382.2204444134808,106467100
2021-05-20,390.0729064941406,391.3409685393417,386.6820437446114,386.80412879220756,78022200
2021-05-21,389.7536315917969,392.81576259314926,389.2933831892121,391.56647597870926,76578700
2021-05-24,393.72674560546875,394.80693583812956,391.76358162505295,392.0078090162445,51376700
2021-05-25,392.85321044921875,395.17328488500607,392.27084846103713,394.8163459463942,57451400
2021-05-26,393.6329040527344,394.14010598871914,392.4024219512265,393.4450323737221,43088600
2021-05-27,393.839599609375,395.182793416517,393.55779205638487,394.6661892338307,56707700
2021-05-28,394.54400634765625,395.6805525494972,394.3091810939177,395.41754941191766,58520200
2021-06-01,394.19647216796875,397.06132881646664,393.75499954141014,396.9204393963293,54216600
2021-06-02,394.81640625,395.66180014538963,393.83955377586835,394.8539863190647,49097100
2021-06-03,393.35107421875,394.4970225992489,391.0122238732597,392.4869333407822,58138800
2021-06-04,396.9485778808594,397.2491610574459,393.416797218941,395.21086543113086,55938800
2021-06-07,396.5635681152344,397.117752372502,395.6242669337236,396.9392828547992,51555000
2021-06-08,396.64801025390625,397.521553271491,394.8069883892223,397.42761744197645,47134300
2021-06-09,396.0562438964844,397.56853334739355,395.8308208390332,397.4933732181162,48436300
2021-06-10,397.8973388671875,398.85544436779344,395.96238082799704,397.28679886427324,51020100
2021-06-11,398.5547790527344,398.66749057896106,397.15522982677004,398.4514697087565,45570800
2021-06-14,399.4471740722656,399.55048342857026,397.4182803625306,398.6675381475228,42358500
2021-06-15,398.71453857421875,399.6350353003225,397.831593252923,399.5974838955145,51508500
2021-06-16,396.4883728027344,399.0808530066341,394.4313297696512,398.8554299159279,80386100
2021-06-17,396.35687255859375,397.3431272132893,393.86773046301494,396.0750937044504,90949700
2021-06-18,391.00982666015625,393.75210964966317,390.80250323301783,393.0547621033666,118676300
2021-06-21,396.6075439453125,396.79603026606236,391.9616466044744,392.78150745768414,72822000
2021-06-22,398.7278747558594,399.56660147363755,395.872482504178,396.59812893618243,57700300
2021-06-23,398.24725341796875,399.6136784463433,398.16244321005354,398.80325062028317,49445400
2021-06-24,400.60321044921875,401.0272615121453,400.15086055645696,400.40531995318634,45110300
2021-06-25,402.0262145996094,402.4785645361461,401.02730032052824,401.35713701848357,58129500
2021-06-28,402.836669921875,403.0062903628767,401.34773145256673,402.55396918687217,53159600
2021-06-29,403.05340576171875,403.86383366669776,402.51624563364214,403.22302619406673,35970500
2021-06-30,403.3926086425781,404.0711190670555,402.56331492833107,402.5915849977271,64827900
2021-07-01,405.6260681152344,405.78628436268957,404.08999376429597,404.1559668520113,53441000
2021-07-02,408.7265319824219,409.0846387735572,405.7109230918931,406.79467641000605,57697700
2021-07-06,407.98199462890625,408.99977471807125,405.2302784805173,408.78301833118127,68710400
2021-07-07,409.4237976074219,409.70652706116164,406.6438115789658,408.66990991539325,63549500
2021-07-08,406.08782958984375,406.85115025329117,402.8837348812311,404.07113536169277,97595200
2021-07-09,410.4227600097656,410.72432662563244,405.8899428637395,407.60507063763464,76238600
2021-07-12,411.892822265625,412.14728165569136,409.9044268961415,410.3379108909958,52889600
2021-07-13,410.4886474609375,412.60898875562293,410.22478391684655,411.10118474983057,52911300
2021-07-14,411.1012268066406,412.6844369921227,409.8478820337302,412.19438410369895,64130400
2021-07-15,409.6971435546875,410.4321942087509,407.7841252653317,409.7536837004635,55126400
2021-07-16,406.4836120605469,410.93161864795053,406.0878310715976,410.8845114498762,75874700
2021-07-19,400.4806823730469,406.5495732707812,397.65356035580317,401.6303798104182,147987000
2021-07-20,406.2198486328125,407.50149258871085,400.34884660483385,401.1498704823978,99608200
2021-07-21,409.5086669921875,409.6500461189735,406.17268327597156,407.42602821585336,64724400
2021-07-22,410.36614990234375,410.6111763308338,408.69815837347124,409.6876395118079,47878500
2021-07-23,414.5880432128906,414.92728406769214,411.61957069748223,412.3074853504877,63766600
2021-07-26,415.6058044433594,415.6152373869866,413.94724562650384,413.9943528266913,43719200
2021-07-27,413.71160888671875,414.58800978326263,410.8656210701545,414.5597397143087,67397100
2021-07-28,413.5419921875,414.9272831929667,412.1095939830681,414.3430158827244,52472400
2021-07-29,415.25714111328125,416.34086557570345,414.46555032093,414.47498326479524,47435300
2021-07-30,413.2404479980469,414.70111625120774,412.5430716548514,412.67501782428445,68951200
2021-08-02,412.3734436035156,415.5209693765124,412.0153368747902,414.9649721562708,58783300
2021-08-03,415.7283020019531,415.85081522859116,410.9693246034538,413.1744764060181,58053900
2021-08-04,413.6833801269531,415.7000456846464,413.44778660915404,414.43726788032035,46732200
2021-08-05,416.30322265625,416.388032880496,414.5315546147277,414.85195838153834,38969700
2021-08-06,416.9910888671875,417.4151686980422,416.3408484646631,416.62357793822423,46930000
2021-08-09,416.6518249511719,417.28319943179935,415.8790713621011,416.9627957200079,41222600
2021-08-10,417.1701354980469,417.8863489753924,416.41624776534786,417.104162412718,43339300
2021-08-11,418.2067565917969,418.30099974900475,417.1135992379283,418.2444596064748,44034300
2021-08-12,419.4601135253906,419.6014926447661,417.151314281578,418.05598534711794,38909400
2021-08-13,420.2234191894531,420.24225631588496,419.42239555203986,419.91241967001224,39470300
2021-08-16,421.2129821777344,421.344899606322,417.34924234487704,418.9135869117013,73740000
2021-08-17,418.45184326171875,419.31881141124575,415.44566729575104,418.6403008442786,92673900
2021-08-18,413.871826171875,419.00777622060184,413.6268284762824,417.433998911538,89351900
2021-08-19,414.5126647949219,415.71893127183074,410.98819480450277,411.12954517008563,92812200
2021-08-20,417.8108825683594,418.14071918836515,414.3712235516576,414.86127639017,72008700
2021-08-23,421.4861755371094,422.4002794047785,417.8863002018375,419.50718452103524,54973000
2021-08-24,422.1553039550781,422.6924640652562,421.6370097316265,422.1553039550781,38744700
2021-08-25,423.0411071777344,423.55940136359277,421.9667870353015,422.34375963480386,40529700
2021-08-26,420.5438232421875,422.99397259305755,420.4495800920067,422.75837909709145,57829600
2021-08-27,424.30389404296875,424.68083789165667,421.29771867840407,421.35425881775865,77235100
2021-08-30,426.1697998046875,426.961390505125,424.73737293430094,424.98239937454537,48357400
2021-08-31,425.53839111328125,426.41479201047923,424.9352867221564,426.07555118277867,59300200
2021-09-01,425.76458740234375,426.9990951161605,425.52899388811954,426.4808008884569,48721400
2021-09-02,427.0744934082031,427.8849212781439,425.86825578758834,427.1970066348159,42501000
2021-09-03,426.9708251953125,427.4891481821727,425.52899403811125,425.93423673953987,47170500
2021-09-07,425.44415283203125,426.71636346840927,424.76564240989444,426.62212031775687,51671500
2021-09-08,424.92584228515625,425.6420556917791,422.9939584275475,424.90700515933963,56181900
2021-09-09,423.1071472167969,426.49026689222916,422.8621207401383,424.7280318706646,57970400
2021-09-10,419.7710876464844,425.4724389893883,419.64857442190095,425.04838793387586,89948200
2021-09-13,420.8453674316406,423.0505478951639,418.5177025058968,422.78668432604593,83738600
2021-09-14,418.57427978515625,422.5039633310245,417.6790129654165,422.29663989692546,78197100
2021-09-15,422.0704345703125,422.56989159599084,417.8862920778878,418.99828639785545,78792200
2021-09-16,421.4014587402344,422.52285751363877,418.43295717865146,421.54280911007726,77786700
2021-09-17,417.29656982421875,421.0497821361924,416.93731577730705,420.6243724894117,118425000
2021-09-20,410.33843994140625,412.72082022935746,405.4412816283992,411.1325667040566,166445500
2021-09-21,409.9508361816406,413.99711770891486,409.42141832581854,412.69247054595706,92526100
2021-09-22,413.9497985839844,416.00131425425957,410.06424688851166,412.2386394237889,102350100
2021-09-23,418.9793395996094,420.59598269867746,415.594844733839,415.8311930271532,76396000
2021-09-24,419.6694641113281,420.38797211616685,417.116891142323,417.33434194671065,62094800
2021-09-27,418.46881103515625,419.80178990253705,417.769200530089,418.6295117037704,61371100
2021-09-28,410.03594970703125,416.01084179881366,409.2985441473634,415.67994840064347,130436300
2021-09-29,410.7260437011719,413.1746083672385,410.15880207113577,411.4256253625887,82329200
2021-09-30,405.7060546875,412.91938062174535,405.3656981304132,412.2103357165181,140506000
2021-10-01,410.5274658203125,412.21972744584093,403.9002802066604,407.4455041184316,129240100
2021-10-04,405.23333740234375,410.26280707989173,403.07781330339657,409.3552377258311,128570000
2021-10-05,409.4497985839844,411.70927331778387,405.94239790833774,406.7459590433155,90682500
2021-10-06,411.1515197753906,411.359507445002,404.19343928496,405.8289511472057,113032200
2021-10-07,414.7061767578125,417.5612537816005,414.2713039723199,414.4509309850232,72437500
2021-10-08,413.9497985839844,415.86897422613924,413.31640137941633,415.48135960268235,74557400
2021-10-11,410.95294189453125,416.21878855170235,410.8867574511802,413.28806407914567,65233300
2021-10-12,409.94134521484375,412.2859304538344,409.1472184849697,411.87941835123945,71181200
2021-10-13,411.4162292480469,412.2387167626421,407.9750128069303,410.97189326473404,72974000
2021-10-14,418.33648681640625,418.4877531890268,414.63053281497906,415.1032294102518,70236800
2021-10-15,421.5224304199219,421.8911475892967,419.8396318019155,420.4635947300898,66260200
2021-10-18,422.77032470703125,423.11065236001764,419.0643712182425,419.72615790052475,62213200
2021-10-19,426.0320129394531,426.09816853776465,423.7914067813759,424.40593545300055,46996800
2021-10-20,427.70526123046875,428.0077939222588,426.3817167677691,426.495159314414,49571600
2021-10-21,428.8208923339844,429.04777746656447,426.6653970211421,427.1002698089574,41305400
2021-10-22,428.3765563964844,429.84193314740844,426.4195855745832,428.3860195607123,58845100
2021-10-25,430.6737976074219,431.00469094915405,427.6863809221838,429.47315880576673,45214500
2021-10-26,431.0614013671875,433.45324459839003,430.68324992234994,432.2337083526217,56075100
2021-10-27,429.15167236328125,432.19583877612104,429.0760247716625,431.52461786879473,72438000
2021-10-28,433.2925720214844,433.3681907749106,430.5792984437599,430.58873275599586,51437900
2021-10-29,434.1717529296875,434.46482246353304,430.68325030954554,430.9763198433911,70162400
2021-11-01,434.9186096191406,435.54257246962413,433.17908993799193,435.1643921836789,48433600
2021-11-02,436.6770324707031,436.9890283255675,434.9564102409637,435.08877911299237,48908400
2021-11-03,439.3430480957031,439.7495601725243,435.6654553768784,436.10979125304044,52509800
2021-11-04,441.4134826660156,441.49856458035435,439.598315273468,439.94810609389634,52847100
2021-11-05,442.945068359375,444.94929729786503,441.42299917818394,443.654113248998,66390600
2021-11-08,443.32318115234375,444.55220949770364,442.6330626514163,444.0511523068338,50405200
2021-11-09,441.8578186035156,443.9282317392653,440.4397289955285,443.6918834712675,51149100
2021-11-10,438.30316162109375,441.857849049066,436.8094531589126,440.1561240915625,69429700
2021-11-11,438.4449462890625,439.8819622614729,438.42604881351787,439.8063146570788,34848500
2021-11-12,441.75384521484375,442.31162370919134,438.76639940952595,439.7212557199241,53466700
2021-11-15,441.9050598144531,443.20970682007754,440.7706054821188,443.0490061606054,46980500
2021-11-16,443.65411376953125,444.7980314478209,441.56480290396837,441.64042166446166,48857500
2021-11-17,442.5762939453125,443.5689450572857,441.95233110166185,443.3893180787603,47858300
2021-11-18,444.07952880859375,444.3442377330162,440.8746322243383,443.61626655252275,50625600
2021-11-19,443.2854309082031,445.2234754256238,442.9167137120761,443.96608631438687,57315600
2021-11-22,442.0374450683594,447.6814428554644,441.8294574387249,445.176156987895,72762000
2021-11-23,442.6235656738281,443.4838767945243,439.0878049687893,441.7065332793372,73206500
2021-11-24,443.80535888671875,443.9282646113557,439.7874380332355,440.60992545059463,61858800
2021-11-26,433.9070739746094,438.56785505174963,432.772590709686,437.093044118014,112669600
2021-11-29,439.2297058105469,441.0826684857418,436.51643182337625,438.72864854655137,86268800
2021-11-30,430.68328857421875,438.6907694757676,430.4374771300162,436.7716225911538,148559600
2021-12-01,425.8996276855469,439.2958617436407,425.7011031960132,436.4313215616425,131939200
2021-12-02,432.4228515625,434.0016709289296,425.7200171180111,426.1170949635271,127637800
2021-12-03,428.66015625,435.1644366060928,424.40588725877814,434.09616662767235,137331600
2021-12-06,433.73687744140625,435.6276635063296,428.79246149523357,431.22212851292545,98977500
2021-12-07,442.70867919921875,443.2759208287808,433.6045390406269,439.0500125226499,95484700
2021-12-08,443.8809509277344,444.33474999497895,441.3378412207383,443.10575052479743,72238800
2021-12-09,440.8840637207031,443.9849518345426,440.68553925442296,442.58575970531854,61272600
2021-12-10,445.0343322753906,445.1855986313529,441.0353379844853,443.6068083336289,77159800
2021-12-13,441.092041015625,444.8641500421058,440.80840579076323,444.5143592307718,87724700
2021-12-14,438.0573425292969,440.3073827725875,435.1171837726514,437.8020967731242,97264100
2021-12-15,444.9020080566406,445.1477906490949,435.58041689056216,438.1140923790866,116899300
2021-12-16,440.9786071777344,447.0480145048565,439.41868553794336,446.76440812549816,116568600
2021-12-17,436.28533935546875,440.9055744108569,434.5681683996154,437.8791727919841,135511600
2021-12-20,431.6461486816406,432.04459257214927,428.00308834892655,431.1717914151028,107134800
2021-12-21,439.311767578125,439.4540689734904,432.9079442144428,435.0899761499683,69806300
2021-12-22,443.7042541503906,443.81809524961324,438.8563083570705,439.05555923317684,58890200
2021-12-23,446.4650573730469,447.9735099803831,444.60558502690833,444.7099297265655,56439700
2021-12-27,452.78350830078125,452.83093244654975,447.8027569913504,447.8501811371189,56808600
2021-12-28,452.4134826660156,454.253991127198,451.6450262309566,453.219895788075,47274600
2021-12-29,452.9923095703125,454.0169087167038,451.5123169408165,452.51795221592334,54503000
2021-12-30,451.7398986816406,454.4342443807081,451.27503784257567,453.4191129196159,55329000
2021-12-31,450.6014099121094,452.403961588004,450.3263035656478,451.24655774606043,65237400
2022-01-03,453.21038818359375,453.3432221085792,449.5483641714183,451.87269728644833,72668200
2022-01-04,453.0586242675781,455.3640226406569,451.1896554356825,454.64299031389396,71178700
2022-01-05,444.3588562011719,453.46652025004556,444.26397897048724,452.68856749188376,104538900
2022-01-06,443.94146728515625,446.6737696888694,441.5601846155021,443.89404314094736,86858900
2022-01-07,442.18634033203125,445.1368574990053,440.82018912810577,443.95096436729705,85111600
2022-01-10,441.6361083984375,441.8542942099038,433.1830584948898,438.97022289575784,119362000
2022-01-11,445.6586608886719,445.7535381343844,438.353547255863,441.3704815356873,74303100
2022-01-12,446.8634948730469,448.93171449389314,444.8901814454831,447.40426908846183,67605400
2022-01-13,440.7063293457031,448.6281009203371,439.6722340529678,447.9734856231748,91173100
2022-01-14,440.8865966796875,441.2376164067843,436.31378591285176,437.5376357053383,95890900
2022-01-18,433.07867431640625,436.37071480072626,431.95919815118293,436.1619964519161,109709100
2022-01-19,428.58172607421875,436.03860728925076,428.30659079417694,434.6345285203454,109357600
2022-01-20,423.8382263183594,435.2133045377482,421.70361857528985,430.4792281856868,122379700
2022-01-21,415.5179748535156,425.08100399182297,415.4895145774554,422.70921781191396,202271200
2022-01-24,417.28265380859375,417.7949678331947,399.181190781591,409.873194608378,251783900
2022-01-25,412.1879577636719,417.1687084994632,405.243361217748,410.8502669489062,167997300
2022-01-26,411.1539001464844,421.2672003261667,406.86569201949834,418.1174611954088,186391100
2022-01-27,409.1236267089844,418.9428274543259,407.42544862054166,415.7836209470697,149878300
2022-01-28,419.2843933105469,419.3318174555156,405.8790525228431,410.4897911886302,164457400
2022-01-31,426.83612060546875,427.1871403186954,417.25409889395814,418.6107536054704,152251400
2022-02-01,429.72021484375,430.3653337108521,424.01843182554586,427.56661454707444,123155400
2022-02-02,433.8946533203125,434.62515318188235,429.8151629317118,432.13952541780253,117361000
2022-02-03,423.6959533691406,429.73926084170694,422.8515834635683,427.8228677399466,118024400
2022-02-04,425.6882629394531,429.55900586237215,421.0679984051668,423.4587777848124,118454400
2022-02-07,424.3219909667969,427.8606769754043,422.9843002542061,426.4565982619485,84472900
2022-02-08,427.81329345703125,428.7430440345254,422.38664568225283,423.81921375669026,81012000
2022-02-09,434.0748596191406,434.3974190890988,431.6746129861687,431.8738349332814,92589900
